General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Adrien Rabiot,FRA,MF,27,1995,30.5,1191,1153,32,16,2,6,34,15,0,0,0,0,971,6,22
Alex Sandro,BRA,DF,31,1991,19.9,1256,1100,152,24,0,8,19,117,0,0,0,0,1081,4,13
Arkadiusz Milik,POL,FW,28,1994,17.6,450,420,26,4,2,3,6,1,0,0,0,0,346,4,9
Daniele Rugani,ITA,DF,28,1994,6.3,262,255,7,4,0,3,0,0,0,0,0,0,231,0,0
Danilo,BRA,DF,31,1991,35.4,2225,2015,202,56,4,18,18,127,0,0,0,0,1884,8,19
Denis Zakaria,SUI,MF,25,1996,1.4,38,37,0,0,0,0,3,0,0,0,0,0,32,1,2
Dušan Vlahović,SRB,FW,22,2000,21.4,381,350,30,1,1,4,7,0,0,0,0,0,271,1,16
Enzo Barrenechea,ARG,MF,21,2001,1.8,115,111,4,3,0,0,0,1,0,0,0,0,98,0,5
Fabio Miretti,ITA,"MF,FW",18,2003,13.7,511,482,27,6,2,5,28,5,13,5,7,0,364,2,19
Federico Chiesa,ITA,"DF,MF",24,1997,9.5,338,306,32,5,1,5,43,20,7,0,5,0,246,0,15
Federico Gatti,ITA,DF,24,1998,16.1,957,923,31,21,0,23,3,8,0,0,0,0,808,3,11
Filip Kostić,SRB,"DF,FW",29,1992,28.5,1212,1041,167,15,4,11,227,106,46,2,41,1,830,4,56
Gleison Bremer,BRA,DF,25,1997,29.3,1668,1607,59,22,0,8,0,3,0,0,0,0,1503,2,10
Juan Cuadrado,COL,"DF,FW",34,1988,23.1,1323,1126,193,29,0,28,83,128,36,12,21,0,1113,4,17
Leandro Paredes,ARG,MF,28,1994,10.9,778,679,98,51,3,4,51,4,43,24,17,0,681,1,4
Leonardo Bonucci,ITA,DF,35,1987,9.8,580,539,40,13,1,6,0,1,0,0,0,0,508,1,2
Manuel Locatelli,ITA,MF,24,1998,27.2,1362,1294,64,52,1,20,13,6,4,0,3,0,1114,4,28
Mattia De Sciglio,ITA,DF,29,1992,11.6,569,475,93,7,0,6,26,86,0,0,0,0,450,1,4
Mattia Perin,ITA,GK,29,1992,10.5,351,267,83,20,0,1,0,0,0,0,0,0,265,1,0
Matìas Soulé,ARG,"MF,FW",19,2003,4.7,168,156,12,1,0,3,6,9,2,2,0,0,138,0,3
Moise Kean,ITA,FW,22,2000,11.1,187,176,9,1,1,0,5,1,0,0,0,0,130,2,11
Nicolò Fagioli,ITA,MF,21,2001,16.9,607,574,32,11,5,10,23,12,9,2,4,0,505,1,14
Nicolò Rovella,ITA,MF,20,2001,0.3,25,22,3,1,0,2,3,1,1,1,0,0,22,0,1
Paul Pogba,FRA,"MF,FW",29,1993,1.2,67,67,0,0,1,0,2,0,0,0,0,0,48,0,4
Samuel Iling-Junior,ENG,"DF,FW",18,2003,3.5,123,119,4,1,1,0,12,1,2,0,2,0,96,0,2
Tommaso Barbieri,ITA,DF,19,2002,1.2,64,49,14,1,1,0,7,13,0,0,0,0,43,1,2
Weston McKennie,USA,"MF,DF",23,1998,11.7,418,389,27,3,1,2,15,24,0,0,0,0,336,2,7
Wojciech Szczęsny,POL,GK,32,1990,27.5,789,581,206,52,0,5,0,1,0,0,0,0,625,2,1
Ángel Di María,ARG,"FW,MF",34,1988,15.1,675,571,97,29,7,14,97,16,44,16,25,0,487,7,21
