General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Adrien Rabiot,FRA,MF,27,1995,30.5,971,1191,81.5,15511,4279,513,586,87.5,339,412,82.3,83,117,70.9,4,2.3,1.9,1.7,31,99,23,4,133
Alex Sandro,BRA,DF,31,1991,19.9,1081,1256,86.1,19560,6667,466,504,92.5,477,532,89.7,120,172,69.8,1,0.9,1.1,0.1,12,93,9,3,97
Arkadiusz Milik,POL,FW,28,1994,17.6,346,450,76.9,4924,810,207,253,81.8,110,132,83.3,14,23,60.9,1,2.1,0.7,-1.1,17,17,9,0,34
Daniele Rugani,ITA,DF,28,1994,6.3,231,262,88.2,4696,1347,64,70,91.4,150,159,94.3,17,33,51.5,0,0.0,0.0,0.0,0,7,0,0,5
Danilo,BRA,DF,31,1991,35.4,1884,2225,84.7,36469,13783,701,778,90.1,914,998,91.6,249,392,63.5,3,2.4,1.3,0.6,19,187,13,3,176
Denis Zakaria,SUI,MF,25,1996,1.4,32,38,84.2,469,119,18,20,90.0,11,12,91.7,2,2,100.0,0,0.0,0.0,0.0,0,2,0,0,3
Dušan Vlahović,SRB,FW,22,2000,21.4,271,381,71.1,4560,793,123,161,76.4,108,136,79.4,24,39,61.5,2,2.4,0.8,-0.4,21,23,12,1,40
Enzo Barrenechea,ARG,MF,21,2001,1.8,98,115,85.2,1544,361,49,52,94.2,42,45,93.3,6,11,54.5,0,0.0,0.0,0.0,1,6,0,0,5
Fabio Miretti,ITA,"MF,FW",18,2003,13.7,364,511,71.2,5842,1673,192,236,81.4,135,170,79.4,25,60,41.7,2,1.3,1.3,0.7,16,39,17,4,60
Federico Chiesa,ITA,"DF,MF",24,1997,9.5,246,338,72.8,3806,1114,135,163,82.8,87,119,73.1,14,26,53.8,5,2.6,1.7,2.4,20,25,15,6,34
Federico Gatti,ITA,DF,24,1998,16.1,808,957,84.4,16192,5297,287,307,93.5,404,443,91.2,111,181,61.3,0,1.5,1.1,-1.5,6,47,3,0,56
Filip Kostić,SRB,"DF,FW",29,1992,28.5,830,1212,68.5,14092,4148,413,489,84.5,309,431,71.7,86,195,44.1,8,7.1,4.8,0.9,66,44,47,31,78
Gleison Bremer,BRA,DF,25,1997,29.3,1503,1668,90.1,29183,9314,501,541,92.6,832,880,94.5,160,217,73.7,1,1.7,0.6,-0.7,9,38,1,0,54
Juan Cuadrado,COL,"DF,FW",34,1988,23.1,1113,1323,84.1,21481,5507,468,520,90.0,460,526,87.5,170,231,73.6,3,2.7,2.3,0.3,42,62,24,10,92
Leandro Paredes,ARG,MF,28,1994,10.9,681,778,87.5,12988,4913,263,280,93.9,316,339,93.2,92,140,65.7,0,1.9,2.5,-1.9,21,65,12,2,72
Leonardo Bonucci,ITA,DF,35,1987,9.8,508,580,87.6,10749,4060,139,149,93.3,295,316,93.4,71,106,67.0,0,0.2,0.3,-0.2,4,35,4,0,28
Manuel Locatelli,ITA,MF,24,1998,27.2,1114,1362,81.8,20892,7015,478,547,87.4,462,526,87.8,153,225,68.0,2,1.8,1.3,0.2,22,144,13,1,134
Mattia De Sciglio,ITA,DF,29,1992,11.6,450,569,79.1,8035,3019,189,227,83.3,213,252,84.5,44,75,58.7,0,0.5,0.4,-0.5,8,51,8,6,50
Mattia Perin,ITA,GK,29,1992,10.5,265,351,75.5,6305,4120,64,65,98.5,148,148,100.0,53,137,38.7,0,0.0,0.0,0.0,0,6,0,0,1
Matìas Soulé,ARG,"MF,FW",19,2003,4.7,138,168,82.1,2133,405,82,92,89.1,37,48,77.1,15,21,71.4,0,0.8,0.3,-0.8,9,6,4,1,15
Moise Kean,ITA,FW,22,2000,11.1,130,187,69.5,1655,337,79,101,78.2,30,42,71.4,5,9,55.6,0,1.1,0.6,-1.1,8,7,6,1,13
Nicolò Fagioli,ITA,MF,21,2001,16.9,505,607,83.2,8123,1759,278,307,90.6,173,201,86.1,44,73,60.3,3,1.3,1.1,1.7,15,49,18,3,56
Nicolò Rovella,ITA,MF,20,2001,0.3,22,25,88.0,448,82,7,8,87.5,11,12,91.7,3,4,75.0,0,0.0,0.0,0.0,0,3,0,0,1
Paul Pogba,FRA,"MF,FW",29,1993,1.2,48,67,71.6,737,199,29,33,87.9,15,19,78.9,3,6,50.0,0,0.2,0.1,-0.2,2,7,2,0,4
Samuel Iling-Junior,ENG,"DF,FW",18,2003,3.5,96,123,78.0,1332,516,58,68,85.3,32,40,80.0,2,8,25.0,1,0.2,0.4,0.8,5,10,7,2,18
Tommaso Barbieri,ITA,DF,19,2002,1.2,43,64,67.2,725,151,22,27,81.5,16,25,64.0,4,8,50.0,0,0.0,0.0,0.0,0,1,0,0,0
Weston McKennie,USA,"MF,DF",23,1998,11.7,336,418,80.4,5385,1516,175,207,84.5,125,147,85.0,28,38,73.7,1,0.7,0.9,0.3,8,23,6,4,39
Wojciech Szczęsny,POL,GK,32,1990,27.5,625,789,79.2,18108,12812,99,99,100.0,287,290,99.0,238,395,60.3,0,0.0,0.0,0.0,0,4,1,0,0
Ángel Di María,ARG,"FW,MF",34,1988,15.1,487,675,72.1,9081,3166,220,251,87.6,181,233,77.7,74,141,52.5,4,4.5,4.1,-0.5,42,63,41,8,96
