General,General,General,General,General,General,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-ons,Take-ons,Take-ons,Take-ons,Take-ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Player,Nation,Pos,Age,Born,90s,Touches,Def pen,Def 3rd,Mid 3rd,Att 3rd,Att pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,Totdist,Prgdist,Prgc,1/3,Cpa,Mis,Dis,Rec,Prgr
Adrien Rabiot,FRA,MF,27,1995,30.5,1555,68,321,801,458,83,1555,55,27,49.1,18,32.7,889,6016,3069,72,69,5,56,35,1010,109
Alex Sandro,BRA,DF,31,1991,19.9,1455,118,521,750,196,13,1455,28,19,67.9,4,14.3,763,4257,2489,51,36,3,26,17,901,25
Arkadiusz Milik,POL,FW,28,1994,17.6,623,16,45,322,261,75,622,22,11,50.0,9,40.9,343,1317,473,10,18,2,50,16,483,85
Daniele Rugani,ITA,DF,28,1994,6.3,325,61,204,112,9,4,325,1,1,100.0,0,0.0,187,844,496,2,0,0,1,0,213,0
Danilo,BRA,DF,31,1991,35.4,2597,271,1054,1304,257,45,2597,23,7,30.4,9,39.1,1380,6329,3479,39,26,1,22,9,1685,43
Denis Zakaria,SUI,MF,25,1996,1.4,51,2,14,30,9,1,51,0,0,,0,,27,149,104,2,3,0,1,1,36,3
Dušan Vlahović,SRB,FW,22,2000,21.4,610,12,35,293,292,102,607,33,14,42.4,18,54.5,347,1648,609,22,22,12,61,37,460,117
Enzo Barrenechea,ARG,MF,21,2001,1.8,138,3,36,90,13,2,138,1,0,0.0,1,100.0,79,343,171,1,1,0,1,1,93,2
Fabio Miretti,ITA,"MF,FW",18,2003,13.7,694,15,109,346,249,45,694,43,19,44.2,18,41.9,408,2017,1075,33,21,6,41,26,476,85
Federico Chiesa,ITA,"DF,MF",24,1997,9.5,476,4,56,166,265,49,476,45,24,53.3,19,42.2,293,2176,1193,46,28,16,26,19,331,88
Federico Gatti,ITA,DF,24,1998,16.1,1116,100,527,532,71,23,1116,11,8,72.7,2,18.2,721,3952,2208,18,14,1,8,6,806,13
Filip Kostić,SRB,"DF,FW",29,1992,28.5,1488,41,237,595,674,62,1488,52,23,44.2,24,46.2,809,4882,2587,101,54,22,50,20,943,230
Gleison Bremer,BRA,DF,25,1997,29.3,1994,287,1100,827,76,50,1994,7,3,42.9,4,57.1,1146,4727,2297,8,6,0,18,8,1304,4
Juan Cuadrado,COL,"DF,FW",34,1988,23.1,1581,41,400,758,433,50,1581,59,25,42.4,22,37.3,914,4703,2541,48,35,20,35,14,1057,125
Leandro Paredes,ARG,MF,28,1994,10.9,868,41,216,494,161,4,868,6,4,66.7,1,16.7,473,1989,1029,11,10,2,5,4,587,11
Leonardo Bonucci,ITA,DF,35,1987,9.8,658,102,326,326,10,7,657,1,1,100.0,0,0.0,405,1630,854,2,2,0,3,1,460,1
Manuel Locatelli,ITA,MF,24,1998,27.2,1671,100,466,939,283,20,1671,27,15,55.6,11,40.7,804,3203,1475,25,18,4,29,19,1083,37
Mattia De Sciglio,ITA,DF,29,1992,11.6,652,30,190,338,127,4,652,9,2,22.2,3,33.3,343,1610,755,16,12,0,8,7,406,40
Mattia Perin,ITA,GK,29,1992,10.5,362,329,359,3,0,0,362,0,0,,0,,230,1152,801,0,0,0,0,0,185,0
Matìas Soulé,ARG,"MF,FW",19,2003,4.7,235,4,45,93,99,16,235,25,12,48.0,11,44.0,143,990,453,12,12,4,10,7,158,33
Moise Kean,ITA,FW,22,2000,11.1,333,3,32,146,165,57,333,41,14,34.1,23,56.1,220,1487,667,30,15,20,29,29,252,76
Nicolò Fagioli,ITA,MF,21,2001,16.9,749,17,124,411,221,15,749,19,8,42.1,8,42.1,471,2225,921,27,19,5,33,28,536,56
Nicolò Rovella,ITA,MF,20,2001,0.3,29,0,4,17,9,0,29,2,2,100.0,0,0.0,21,125,66,1,1,0,1,0,24,2
Paul Pogba,FRA,"MF,FW",29,1993,1.2,83,4,11,38,35,10,83,8,6,75.0,1,12.5,52,267,132,5,2,4,2,4,70,15
Samuel Iling-Junior,ENG,"DF,FW",18,2003,3.5,175,4,35,50,93,10,175,14,5,35.7,5,35.7,99,738,336,11,16,3,9,4,114,36
Tommaso Barbieri,ITA,DF,19,2002,1.2,78,1,28,29,21,2,78,3,1,33.3,1,33.3,40,275,125,5,2,0,5,0,50,4
Weston McKennie,USA,"MF,DF",23,1998,11.7,526,25,115,249,164,22,526,9,7,77.8,2,22.2,231,1171,678,19,11,2,20,12,349,54
Wojciech Szczęsny,POL,GK,32,1990,27.5,837,731,833,4,0,0,837,1,1,100.0,0,0.0,498,2576,1593,0,0,0,1,0,406,0
Ángel Di María,ARG,"FW,MF",34,1988,15.1,851,2,71,372,426,46,850,80,32,40.0,41,51.3,552,3838,1814,56,43,13,32,26,640,95
