General,General,General,General,General,General,Sca,Sca,Sca types,Sca types,Sca types,Sca types,Sca types,Sca types,Gca,Gca,Gca types,Gca types,Gca types,Gca types,Gca types,Gca types
Player,Nation,Pos,Age,Born,90s,Sca,Sca90,Passlive,Passdead,To,Sh,Fld,Def,Gca,Gca90,Passlive,Passdead,To,Sh,Fld,Def
Adrien Rabiot,FRA,MF,27,1995,30.5,82,2.69,68,0,3,6,3,2,8,0.26,5,0,1,1,1,0
Alex Sandro,BRA,DF,31,1991,19.9,36,1.81,32,0,2,0,1,1,3,0.15,3,0,0,0,0,0
Arkadiusz Milik,POL,FW,28,1994,17.6,36,2.05,20,1,1,7,3,4,3,0.17,2,0,0,0,0,1
Daniele Rugani,ITA,DF,28,1994,6.3,1,0.16,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Danilo,BRA,DF,31,1991,35.4,62,1.75,54,1,0,5,2,0,4,0.11,3,0,0,1,0,0
Denis Zakaria,SUI,MF,25,1996,1.4,1,0.73,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Dušan Vlahović,SRB,FW,22,2000,21.4,45,2.1,27,0,3,11,4,0,7,0.33,3,0,0,3,1,0
Enzo Barrenechea,ARG,MF,21,2001,1.8,1,0.57,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Fabio Miretti,ITA,"MF,FW",18,2003,13.7,48,3.51,31,5,5,5,2,0,7,0.51,6,0,0,0,1,0
Federico Chiesa,ITA,"DF,MF",24,1997,9.5,41,4.34,26,3,7,3,1,1,6,0.63,5,0,1,0,0,0
Federico Gatti,ITA,DF,24,1998,16.1,19,1.18,17,0,0,1,1,0,0,0.0,0,0,0,0,0,0
Filip Kostić,SRB,"DF,FW",29,1992,28.5,93,3.26,67,17,3,6,0,0,12,0.42,8,2,0,2,0,0
Gleison Bremer,BRA,DF,25,1997,29.3,27,0.92,21,0,0,5,0,1,1,0.03,0,0,0,1,0,0
Juan Cuadrado,COL,"DF,FW",34,1988,23.1,78,3.38,43,20,5,3,7,0,6,0.26,2,2,0,0,2,0
Leandro Paredes,ARG,MF,28,1994,10.9,46,4.24,28,15,2,1,0,0,3,0.28,3,0,0,0,0,0
Leonardo Bonucci,ITA,DF,35,1987,9.8,9,0.92,7,0,0,1,0,1,1,0.1,0,0,0,1,0,0
Manuel Locatelli,ITA,MF,24,1998,27.2,56,2.06,46,3,2,3,1,1,7,0.26,5,0,1,0,1,0
Mattia De Sciglio,ITA,DF,29,1992,11.6,15,1.3,14,0,0,0,1,0,1,0.09,1,0,0,0,0,0
Mattia Perin,ITA,GK,29,1992,10.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Matìas Soulé,ARG,"MF,FW",19,2003,4.7,19,4.08,11,1,3,2,2,0,0,0.0,0,0,0,0,0,0
Moise Kean,ITA,FW,22,2000,11.1,31,2.8,21,0,4,5,0,1,2,0.18,2,0,0,0,0,0
Nicolò Fagioli,ITA,MF,21,2001,16.9,39,2.31,25,4,1,4,5,0,7,0.41,4,1,0,0,2,0
Nicolò Rovella,ITA,MF,20,2001,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Paul Pogba,FRA,"MF,FW",29,1993,1.2,8,6.43,3,0,1,1,3,0,1,0.8,0,0,0,0,1,0
Samuel Iling-Junior,ENG,"DF,FW",18,2003,3.5,14,3.99,11,0,1,0,1,1,4,1.14,3,0,0,0,0,1
Tommaso Barbieri,ITA,DF,19,2002,1.2,1,0.83,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Weston McKennie,USA,"MF,DF",23,1998,11.7,18,1.54,15,0,1,2,0,0,1,0.09,1,0,0,0,0,0
Wojciech Szczęsny,POL,GK,32,1990,27.5,2,0.07,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ángel Di María,ARG,"FW,MF",34,1988,15.1,83,5.48,45,24,6,6,1,1,7,0.46,5,2,0,0,0,0
