General,General,General,General,General,General,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Player,Nation,Pos,Age,Born,90s,Gls,Sh,Sot,Sot%,Sh/90,Sot/90,G/sh,G/sot,Dist,Fk,Pk,Pkatt,Xg,Npxg,Npxg/sh,G-xg,Np:g-xg
Adrien Rabiot,FRA,MF,27,1995,30.5,8,48,22,45.8,1.57,0.72,0.17,0.36,16.4,0,0,0,6.2,5.8,0.13,1.8,2.2
Alex Sandro,BRA,DF,31,1991,19.9,0,5,0,0.0,0.25,0.0,0.0,,22.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Arkadiusz Milik,POL,FW,28,1994,17.6,7,43,22,51.2,2.44,1.25,0.16,0.32,14.2,2,0,1,6.5,5.7,0.13,0.5,1.3
Daniele Rugani,ITA,DF,28,1994,6.3,0,4,1,25.0,0.64,0.16,0.0,0.0,12.1,0,0,0,0.5,0.5,0.12,-0.5,-0.5
Danilo,BRA,DF,31,1991,35.4,3,32,5,15.6,0.9,0.14,0.09,0.6,15.0,1,0,0,2.8,2.8,0.09,0.2,0.2
Denis Zakaria,SUI,MF,25,1996,1.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Dušan Vlahović,SRB,FW,22,2000,21.4,10,65,20,30.8,3.04,0.94,0.12,0.4,15.5,4,2,3,9.7,7.3,0.11,0.3,0.7
Enzo Barrenechea,ARG,MF,21,2001,1.8,0,2,0,0.0,1.14,0.0,0.0,,11.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Fabio Miretti,ITA,"MF,FW",18,2003,13.7,0,20,5,25.0,1.46,0.36,0.0,0.0,17.0,0,0,0,2.4,2.4,0.12,-2.4,-2.4
Federico Chiesa,ITA,"DF,MF",24,1997,9.5,2,26,3,11.5,2.75,0.32,0.08,0.67,18.9,1,0,0,1.5,1.5,0.06,0.5,0.5
Federico Gatti,ITA,DF,24,1998,16.1,0,13,4,30.8,0.81,0.25,0.0,0.0,15.5,0,0,0,0.6,0.6,0.04,-0.6,-0.6
Filip Kostić,SRB,"DF,FW",29,1992,28.5,3,37,11,29.7,1.3,0.39,0.08,0.27,19.6,0,0,0,2.4,2.4,0.06,0.6,0.6
Gleison Bremer,BRA,DF,25,1997,29.3,4,32,7,21.9,1.09,0.24,0.13,0.57,9.3,0,0,0,4.9,4.9,0.15,-0.9,-0.9
Juan Cuadrado,COL,"DF,FW",34,1988,23.1,1,32,10,31.3,1.39,0.43,0.03,0.1,21.0,6,0,0,1.4,1.4,0.04,-0.4,-0.4
Leandro Paredes,ARG,MF,28,1994,10.9,1,16,2,12.5,1.47,0.18,0.06,0.5,26.6,4,0,0,0.6,0.6,0.04,0.4,0.4
Leonardo Bonucci,ITA,DF,35,1987,9.8,1,4,1,25.0,0.41,0.1,0.25,1.0,12.0,0,0,1,1.1,0.3,0.07,-0.1,0.7
Manuel Locatelli,ITA,MF,24,1998,27.2,0,29,12,41.4,1.07,0.44,0.0,0.0,23.9,0,0,0,1.5,1.5,0.05,-1.5,-1.5
Mattia De Sciglio,ITA,DF,29,1992,11.6,0,4,0,0.0,0.35,0.0,0.0,,27.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Mattia Perin,ITA,GK,29,1992,10.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Matìas Soulé,ARG,"MF,FW",19,2003,4.7,1,10,5,50.0,2.14,1.07,0.1,0.2,16.7,0,0,0,1.5,1.5,0.15,-0.5,-0.5
Moise Kean,ITA,FW,22,2000,11.1,6,38,14,36.8,3.44,1.27,0.16,0.43,14.4,0,0,0,6.3,6.3,0.16,-0.3,-0.3
Nicolò Fagioli,ITA,MF,21,2001,16.9,3,13,8,61.5,0.77,0.47,0.23,0.38,19.7,0,0,0,1.5,1.5,0.12,1.5,1.5
Nicolò Rovella,ITA,MF,20,2001,0.3,0,2,0,0.0,6.67,0.0,0.0,,27.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Paul Pogba,FRA,"MF,FW",29,1993,1.2,0,5,2,40.0,4.05,1.62,0.0,0.0,18.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3
Samuel Iling-Junior,ENG,"DF,FW",18,2003,3.5,1,4,1,25.0,1.13,0.28,0.25,1.0,22.4,0,0,0,0.7,0.7,0.19,0.3,0.3
Tommaso Barbieri,ITA,DF,19,2002,1.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Weston McKennie,USA,"MF,DF",23,1998,11.7,1,8,4,50.0,0.68,0.34,0.13,0.25,10.1,0,0,0,0.9,0.9,0.11,0.1,0.1
Wojciech Szczęsny,POL,GK,32,1990,27.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Ángel Di María,ARG,"FW,MF",34,1988,15.1,4,37,12,32.4,2.44,0.79,0.08,0.25,21.5,1,1,1,3.1,2.3,0.06,0.9,0.7
